NYT Connections 119,October 8th,2023,,
AUSTRALIAN TERMS,BARBIE,BUSH,CRIKEY,MATE
___ POINT,MATCH,MOOT,SELLING,WEST
NYT Connections 60,August 10th,2023,,
HORROR FRANCHISES,PURGE,RING,SAW,SCREAM
SPORTS VENUES,COURT,DIAMOND,FIELD,RINK
MAKE HAPPY,CHARM,DELIGHT,PLEASE,TICKLE
JEWELRY,ANKLET,BANGLE,BROOCH,PENDANT
NYT Connections 59,August 9th,2023,,
UNSPECIFIED QUANTITIES,FEW,HANDFUL,SEVERAL,SOME
NEWSPAPERS,GLOBE,JOURNAL,POST,SUN
CELESTIAL OBJECTS,ASTEROID,COMET,MOON,PLANET
FRUIT HOMOPHONES,LYME,MELLON,PAIR,PLUMB
NYT Connections 58,August 8th,2023,,
ARACHNIDS,MITE,SCORPION,SPIDER,TICK
FISH,CHAR,EEL,PERCH,SHARK
SUPERHEROES,BLACK WIDOW,BLADE,FLASH,STORM
MTV SHOWS,CATFISH,CRIBS,JACKASS,STATE
NYT Connections 57,August 7th,2023,,
MOVIE GENRES,HORROR,MUSICAL,ROMANCE,WESTERN
PATTERNS,HOUNDSTOOTH,PAISLEY,PLAID,STRIPES
SYNONYMS FOR FALSEHOOD,FIB,FICTION,LIE,TALE
CANDY PIECES,DOT,GOOBER,KISS,WHOPPER
NYT Connections 56,August 6th,2023,,
CLASSIC ARCADE GAMES,ASTEROIDS,BREAKOUT,FROGGER,PONG
DANCES,HUSTLE,SALSA,SWING,TANGO
TOUCHSCREEN GESTURES,PINCH,SPREAD,SWIPE,TAP
RAPPERS MINUS NUMBERS,CENT,CHAINZ,PAC,SAVAGE
NYT Connections 55,August 5th,2023,,
CLASSIC TOYS,BLOCKS,DOLL,TOP,YO-YO
WORDS WITH THREE G'S,BAGGAGE,EGGNOG,GIGGLE,LEGGINGS
SHAKESPEARE CHARACTERS,DUNCAN,JULIET,PUCK,VIOLA
___ STICK,FISH,HOCKEY,MEMORY,SELFIE
NYT Connections 54,August 4th,2023,,
PLACES FOR WORSHIP,ALTAR,RELIQUARY,SHRINE,TEMPLE
CARTOON CATS,FELIX,GARFIELD,SYLVESTER,TOM
PRESIDENTIAL FIRST NAMES,CALVIN,CHESTER,GROVER,HARRY
___ ROAD,ABBEY,HIGH,ROCKY,SILK
NYT Connections 53,August 3rd,2023,,
ANIMAL GROUP NAMES,COLONY,HERD,PRIDE,SWARM
STONED,BAKED,BLAZED,HIGH,LIT
AP CLASSES,BIO,CHEM,GOV,STATS
TAXONOMY RANKS,CLASS,DOMAIN,FAMILY,ORDER
NYT Connections 52,August 2nd,2023,,
COMPUTER EQUIPMENT,KEYBOARD,MONITOR,MOUSE,SPEAKER
RODENTS,GERBIL,HAMSTER,RAT,VOLE
MUSICAL INSTRUMENTS,HARP,HORN,ORGAN,TRIANGLE
SYNONYMS FOR COMPLAIN,CARP,GRIPE,GROUSE,MOAN
NYT Connections 51,August 1st,2023,,
LONG SANDWICHES,HERO,HOAGIE,GRINDER,SUB
DATING APPS,BUMBLE,HINGE,MATCH,TINDER
VAMPIRE MOVIES,BLADE,LOST BOYS,NEAR DARK,TWILIGHT
ADAMS,ANT,DRIVER,SCOTT,WEST
NYT Connections 50,July 31st,2023,,
UNITS OF LENGTH,FOOT,INCH,MILE,YARD
TYPES OF PAINT,ACRYLIC,OIL,TEMPERA,WATERCOLOR
DEEP FRIED FOOD,FALAFEL,KATSU,SAMOSA,SCHNITZEL
STARTS OF U.S. COINS,DIM,NICK,PEN,QUART
NYT Connections 49,July 30th,2023,,
RELATIVES,AUNT,COUSIN,MOTHER,NEPHEW
SYNONYMS FOR OFFBEAT,DAFFY,KOOKY,QUIRKY,WACKY
DISNEY DUCKS,DAISY,DEWEY,DONALD,SCROOGE
___ CLOCK,ALARM,BIOLOGICAL,CUCKOO,GRANDFATHER
NYT Connections 48,July 29th,2023,,
FABRICS,CORDUROY,DENIM,LINEN,TWEED
APPARITIONS,GHOST,PHANTOM,SPECTER,SPIRIT
SYNONYMS FOR BOTHER,NEEDLE,POKE,RIB,TEASE
DISNEY CHARACTERS,BEAST,GENIE,SCAR,STITCH
NYT Connections 47,July 28th,2023,,
BIOMES,DESERT,FOREST,GRASSLAND,TUNDRA
LIZARDS,CHAMELEON,GECKO,IGUANA,MONITOR
YOGA POSES,COBRA,LOTUS,TREE,WARRIOR
DANCES WHEN DOUBLED,CAN,CHA,GO,NAE
NYT Connections 46,July 27th,2023,,
MOVIE TITLE CITIES,CHICAGO,MUNICH,PHILADELPHIA,RIO
FASHION MAGAZINES,ALLURE,ELLE,GLAMOUR,W
STORMS,BLIZZARD,CYCLONE,SQUALL,TORNADO
COCKTAILS,COSMOPOLITAN,HURRICANE,MANHATTAN,SCREWDRIVER
NYT Connections 45,July 26th,2023,,
MODES OF TRANSPORTATION,BOAT,CAR,PLANE,TRAIN
NBA PLAYERS,KING,MAGIC,SUN,THUNDER
FAST FOOD CHAINS,CHECKERS,OUTBACK,SONIC,SUBWAY
BAND NAMES MINUS COLORS,DAY,FLOYD,SABBATH,STRIPES
NYT Connections 44,July 25th,2023,,
STATES OF MATTER,GAS,LIQUID,PLASMA,SOLID
EDIT MENU COMMANDS,COPY,CUT,PASTE,UNDO
DEFEAT BADLY,CRUSH,ROUT,SHELLAC,TRASH
ANAGRAMS,LEAST,SLATE,STALE,TESLA
NYT Connections 43,July 24th,2023,,
SYNONYMS FOR ANGRY,FURIOUS,INCENSED,IRATE,LIVID
THINGS THAT ARE YELLOW,BANANA,CANARY,SCHOOL BUS,SUNFLOWER
MARINE BIRDS,BOOBY,GULL,PELICAN,PUFFIN
___ BOYS,BEACH,BEASTIE,HARDY,LOST
NYT Connections 42,July 23rd,2023,,
SCUBA GEAR,FINS,MASK,SNORKEL,TANK
PUNCTUATION MARKS,COLON,COMMA,HYPHEN,PERIOD
RUN QUICKLY,BOLT,DASH,RACE,SPRINT
___ CAT,DOJA,FAT,HOUSE,JUNGLE
NYT Connections 41,July 22nd,2023,,
BOTTLED WATER BRANDS,DASANI,EVIAN,FIJI,VOSS
SLANG FOR COFFEE,BREW,JAVA,JOE,MUD
ISLAND COUNTRIES,CUBA,JAPAN,MALTA,PALAU
CEREAL MASCOTS,LUCKY,POP,SAM,TONY
NYT Connections 40,July 21st,2023,,
WOODWINDS,BASSOON,CLARINET,FLUTE,OBOE
COVERINGS,CAP,COVER,LID,TOP
SUNGLASSES,AVIATOR,CAT EYE,WAYFARER,WRAPAROUND
SEALS,HARBOR,HARP,HOODED,MONK
NYT Connections 39,July 20th,2023,,
TIMEKEEPING DEVICES,CLOCK,HOURGLASS,SUNDIAL,WATCH
HAIRSTYLES,BOB,CROP,PIXIE,SHAG
UNITS OF MEASURE,HERTZ,MOLE,NEWTON,SECOND
DR. ___,EVIL,J,NO,PEPPER
NYT Connections 38,July 19th,2023,,
TREES,ASH,CEDAR,MAPLE,PINE
LAND FORMATIONS,HILL,MOUNTAIN,PLATEAU,VALLEY
BAGEL FLAVORS,EVERYTHING,ONION,PLAIN,POPPY
STREETS ON SCREEN,ELM,FEAR,JUMP,SESAME
NYT Connections 37,July 18th,2023,,
MARINE MAMMALS,DOLPHIN,MANATEE,OTTER,SEAL
BIKE PARTS,BRAKE,CHAIN,SADDLE,SPOKE
SYNONYMS FOR SELL,HAWK,MOVE,PEDDLE,VEND
"COUNTRIES WHEN ""A"" IS ADDED",CHIN,CUB,MALT,TONG
NYT Connections 36,July 17th,2023,,
MARSUPIALS,KANGAROO,KOALA,WALLABY,WOMBAT
CHOCOLATE BARS,CHUNKY,CRUNCH,MARS,MOUNDS
SLANG FOR MONEY,CHEDDAR,DOUGH,PAPER,STACKS
NAKED ___,EYE,GUN,MOLE RAT,TRUTH
NYT Connections 35,July 16th,2023,,
U.S. COINS,DIME,NICKEL,PENNY,QUARTER
METAL ELEMENTS,IRON,LEAD,TIN,ZINC
LUCKY CHARMS MARSHMALLOWS,CLOVER,HORSESHOE,MOON,RAINBOW
___ AND ___,AGAIN,HALF,NECK,SO
NYT Connections 34,July 15th,2023,,
PLEASANT SMELLS,AROMA,BOUQUET,FRAGRANCE,SCENT
MUSIC GENRES,BLUES,COUNTRY,FUNK,SOUL
ROCK PAPER SCISSORS,PAPER,ROCK,SCISSORS,SHOOT
MALE ANIMALS,BOAR,BUCK,BULL,JACK
NYT Connections 33,July 14th,2023,,
BOATS,FERRY,JUNK,TUG,YACHT
SANDWICHES,CLUB,CUBAN,MELT,SUB
CUTS OF BEEF,FLANK,LOIN,ROUND,SHANK
NICKNAMES THAT ARE VERBS,CHUCK,JOSH,ROB,SUE
NYT Connections 32,July 13th,2023,,
SHOE PARTS,HEEL,LACE,SOLE,TONGUE
BOARD GAMES,CLUE,RISK,SORRY,TROUBLE
FICTIONAL SPIES,BOND,HUNT,RYAN,SMART
RUBBER ___,BAND,CEMENT,DUCKIE,SOUL
NYT Connections 31,July 12th,2023,,
VEGETABLES THAT ARE ALSO FRUITS,CUCUMBER,EGGPLANT,PEPPER,TOMATO
3-D SHAPES,CONE,CUBE,PYRAMID,SPHERE
"WORDS WITH ""i""",MAC,PAD,PHONE,POD
WORDS WITH TWO PRONUNCIATIONS,JOB,LIMA,MOBILE,POLISH
NYT Connections 30,July 11th,2023,,
NFL PLAYERS,BRONCO,COWBOY,PACKER,RAVEN
PASTA SHAPES,BOWTIE,ELBOW,SHELL,SPIRAL
JOINTS,HIP,KNEE,SHOULDER,WRIST
"MOVIES WITH ""!""",AIRPLANE,MOTHER,OKLAHOMA,THEM
NYT Connections 29,July 10th,2023,,
WINGED INSECTS,FLY,GNAT,MOTH,WASP
ARITHMETIC OPERATIONS,ADD,DIVIDE,MULTIPLY,SUBTRACT
FISH,TANG,TETRA,SKATE,SOLE
___ CAT,ALLEY,COOL,COPY,LAP
NYT Connections 28,July 9th,2023,,
SEVEN DWARFS,BASHFUL,DOC,GRUMPY,HAPPY
FILE EXTENSIONS,GIF,PDF,TIFF,ZIP
FLIGHTLESS BIRDS,EMU,KIWI,OSTRICH,PENGUIN
TROPICAL FRUITS,BANANA,COCONUT,MANGO,PINEAPPLE
NYT Connections 27,July 8th,2023,,
HATS,BERET,BOWLER,FEDORA,FEZ
ORGANS,HEART,KIDNEY,LIVER,LUNG
PARTS OF A BOOK,COVER,JACKET,PAGE,SPINE
JACK ___,ASS,KNIFE,POT,RABBIT
NYT Connections 26,July 7th,2023,,
EUROPEAN COUNTRIES,DENMARK,GREECE,POLAND,PORTUGAL
SYNONYMS FOR IMITATE,COPY,ECHO,MIMIC,PARROT
TOMS,CRUISE,HOLLAND,PETTY,WAITS
WORDS SPELLED WITH ROMAN NUMERALS,DILL,LIVID,MILD,MIX
NYT Connections 25,July 6th,2023,,
DESSERTS,CHEESECAKE,FLAN,MOUSSE,TIRAMISU
MILD OATHS,DARN,FUDGE,HECK,SHOOT
ANIMALS WITH TUSKS,ELEPHANT,HIPPO,NARWHAL,WARTHOG
MUSTACHES,HANDLEBAR,HORSESHOE,PENCIL,WALRUS
NYT Connections 24,July 5th,2023,,
CANDY BARS,BOUNTY,CRUNCH,HEATH,MILKY WAY
VIDEO GAME CONSOLES,DREAMCAST,GENESIS,SWITCH,WII
EAR PARTS,ANVIL,COCHLEA,HAMMER,STIRRUP
BAND NAMES MINUS NUMBERS,BLINK,MAROON,SUM,U
NYT Connections 23,July 4th,2023,,
60's BAND MEMBERS,BEACH BOY,BEATLE,BYRD,MONKEE
DANCE FADS,DOUGIE,MACARENA,MASHED POTATO,TWIST
MAGAZINES,FORTUNE,ROLLING STONE,VOGUE,WIRED
THINGS WITH LINKS,CHAIN,GOLF COURSE,SAUSAGE,WEBSITE
NYT Connections 22,July 3rd,2023,,
DOG BREEDS,BOXER,DALMATIAN,HUSKY,POODLE
ANIMAL NOSES,BEAK,MUZZLE,SNOUT,TRUNK
TRAFFIC SIGNS,DETOUR,SLOW,STOP,YIELD
SOUND ___,ASLEEP,BARRIER,BITE,WAVE
NYT Connections 21,July 2nd,2023,,
MUSIC GENRES,JAZZ,POP,PUNK,RAP
WEB BROWSERS,CHROME,EDGE,OPERA,SAFARI
LITTLE WOMEN SISTERS,AMY,BETH,JO,MEG
LIL ___ RAPPERS,BABY,JON,KIM,WAYNE
NYT Connections 20,July 1st,2023,,
GRAINS,BARLEY,OAT,RYE,SPELT
ROYAL TITLES,BARON,EARL,KING,PRINCE
UNIVERSITIES,BROWN,DUKE,HOWARD,RICE
BEST DIRECTOR OSCAR WINNERS,BONG,FORD,LEE,STONE
NYT Connections 19,June 30th,2023,,
OFF-WHITE SHADES,CREAM,EGGSHELL,IVORY,VANILLA
ANTI-VAMPIRE,CRUCIFIX,GARLIC,MIRROR,STAKE
KINDS OF MEAT,BEEF,PORK,POULTRY,VENISON
SYNONYMS FOR ARGUMENT,ROW,QUARREL,SPAT,TIFF
NYT Connections 18,June 29th,2023,,
MUSCLES INFORMALLY,Lat,PEC,QUAD,TRI
AWARDS,CUP,MEDAL,RIBBON,TROPHY
TITLE TV DOCTORS,GREY,HOUSE,HOWSER,QUINN
NFL PLAYERS,BEAR,BILL,BROWN,COMMANDER
NYT Connections 17,June 28th,2023,,
NECKWEAR,ASCOT,BOLO,SCARF,TIE
SHIP DIRECTIONS,BOW,PORT,STARBOARD,STERN
DETERGENTS,ALL,ERA,GAIN,TIDE
___ TRIANGLE,ACUTE,BERMUDA,LOVE,RIGHT
NYT Connections 16,June 27th,2023,,
COFFEE DRINKS,AMERICANO,CAPPUCCINO,ESPRESSO,LATTE
TREE NUTS,ALMOND,CASHEW,PECAN,WALNUT
SHADES OF GREEN,EMERALD,FOREST,KELLY,OLIVE
MR. ___,BEAN,CLEAN,FOX,PEANUT
NYT Connections 15,June 26th,2023,,
BIRD SOUNDS,CAW,CHIRP,CLUCK,TWEET
COLORS,BROWN,PINK,TURQUOISE,VIOLET
FISHING GEAR,LURE,REEL,ROD,TACKLE
FICTIONAL PIRATES,HOOK,JONES,SILVER,SPARROW
NYT Connections 14,June 25th,2023,,
BEDS,BUNK,CANOPY,MURPHY,TRUNDLE
FAMOUS BROTHERS,JONAS,MARX,WARNER,WRIGHT
HONDAS,ACCORD,CIVIC,PASSPORT,PILOT
VIDEO GAME CHARACTERS,CRASH,LINK,MARIO,SONIC
NYT Connections 13,June 24th,2023,,
AIRLINES,FRONTIER,SPIRIT,UNITED,VIRGIN
GREEK LETTERS,BETA,CHI,DELTA,IOTA
"SILENT ""G""",GNAT,GNAW,GNOCCHI,GNOME
HOMOPHONES,GNU,KNEW,NEW,NU
NYT Connections 12,June 23rd,2023,,
ANIMAL GROUP NAMES,FLOCK,PACK,POD,SCHOOL
DEADLY SINS,ENVY,GREED,LUST,PRIDE
SLOW ANIMALS,LORIS,SLOTH,SNAIL,TORTOISE
TRIG FUNCTIONS,COT,SEC,SIN,TAN
NYT Connections 11,June 22nd,2023,,
"SPICES BEGINNING WITH ""C""",CARDAMOM,CLOVE,CORIANDER,CUMIN
TERMS OF ENDEARMENT,BOO,HONEY,SUGAR,SWEETIE
THINGS WITH WINGS,AIRPLANE,ANGEL,BIRD,PEGASUS
SPICE GIRLS,BABY,GINGER,POSH,SCARY
NYT Connections 10,June 21st,2023,,
FRUIT,DATE,KIWI,LEMON,ORANGE
COUNTRIES,CHAD,GEORGIA,JORDAN,TOGO
BIRDS,CRANE,JAY,SWALLOW,TURKEY
ZODIAC SYMBOLS,FISH,GOAT,SCALES,TWINS
NYT Connections 9,June 20th,2023,,
SPORTS,CRICKET,FENCING,POLO,SQUASH
TOPS,CAMI,HALTER,TANK,TEE
VEGETABLES,BEET,CARROT,CORN,ONION
INSECTS,ANT,BEETLE,MANTIS,TERMITE
NYT Connections 8,June 19th,2023,,
BOARD GAMES,BACKGAMMON,CHECKERS,CHESS,GO
MATTRESS SIZES,FULL,KING,QUEEN,TWIN
THINGS THAT ARE RED,CHERRY,FIRE TRUCK,RUBY,STOP SIGN
THINGS WITH KEYS,CRYPTOGRAPHY,FLORIDA,LOCKSMITH,PIANO
NYT Connections 7,June 18th,2023,,
LEG PARTS,ANKLE,KNEE,SHIN,THIGH
BABY ANIMALS,CALF,CUB,JOEY,KID
SLANG FOR TOILET,CAN,HEAD,JOHN,THRONE
___ FISH THAT AREN'T FISH,CRAY,JELLY,SILVER,STAR
NYT Connections 6,June 17th,2023,,
MONOPOLY SQUARES,BOARDWALK,CHANCE,GO,JAIL
SHADES OF BLUE,BABY,MIDNIGHT,POWDER,ROYAL
RAPPERS,COMMON,FUTURE,ICE CUBE,Q-TIP
MEMBERS OF A SEPTET,SEA,SIN,SISTER,WONDER
NYT Connections 5,June 16th,2023,,
STREAMING SERVICES,HULU,NETFLIX,PEACOCK,PRIME
CONDIMENTS,KETCHUP,MAYO,RELISH,TARTAR
SYNONYMS FOR SAD,BLUE,DOWN,GLUM,LOW
CLUE CHARACTERS,GREEN,MUSTARD,PLUM,SCARLET
NYT Connections 4,June 15th,2023,,
SNEAKER BRANDS,ADIDAS,NIKE,PUMA,REEBOK
"MUSICALS BEGINNING WITH ""C""",CABARET,CAROUSEL,CATS,CHICAGO
CLEANING VERBS,DUST,MOP,SWEEP,VACUUM
___ MAN SUPERHEROES,BAT,IRON,SPIDER,SUPER
NYT Connections 3,June 14th,2023,,
FACIAL FEATURES,CHEEK,EYE,MOUTH,NOSE
SYNONYMS FOR EAT,CHOW,GOBBLE,SCARF,WOLF
DOG BREEDS INFORMALLY,LAB,PEKE,PIT,POM
MEMBERS OF A TRIO,AMIGO,KING,STOOGE,TENOR
NYT Connections 2,June 13th,2023,,
FOOTWEAR,BOOT,LOAFER,PUMP,SNEAKER
UNITS OF LENGTH,FOOT,LEAGUE,MILE,YARD
MAGAZINES,ESSENCE,PEOPLE,TIME,US
LETTER HOMOPHONES,ARE,QUEUE,SEA,WHY
NYT Connections 1,June 12th,2023,,
WET WEATHER,HAIL,RAIN,SLEET,SNOW
NBA TEAMS,BUCKS,HEAT,JAZZ,NETS
KEYBOARD KEYS,OPTION,RETURN,SHIFT,TAB
PALINDROMES,KAYAK,LEVEL,MOM,RACE CAR